searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
Ботинки для собак	14	False	Ботинки для собак	0	0
шампунь для щенков	13	False	шампунь для щенков	18	18
Сухой корм для щенков	13	False	Сухой корм для щенков	17	17
древесные наполнители для туалетов	13	False	древесные наполнители для туалетов	16	16
консервы для кошек	13	False	консервы для кошек	15	15
Барс	13	False	Барс	15	15
Golosi	13	False	Golosi	15	15
edel cat	13	False	edel cat	14	14
миска	13	False	миска	12	12
корм для рыб	13	False	корм для рыб	10	10
намордники для собак	13	False	намордники для собак	9	9
фебтал	13	False	фебтал	1	1
туалет для собак	13	False	туалет для собак	1	1
суролан	13	False	суролан	0	0
нобивак	13	False	нобивак	0	0
воротник	13	False	воротник	0	0
Обувь для собак	13	False	Обувь для собак	0	0
сухой корм для щенков	12	False	сухой корм для щенков	17	17
наполнители	12	False	наполнители	17	17
клетка для попугаев средних	12	False	клетка для попугаев средних	17	17
Для котят	12	False	Для котят	17	17
royal canin s/o	12	False	royal canin s/o	17	17
консервы для собак	12	False	консервы для собак	16	16
schesir	12	False	schesir	15	15
ошейник для собак	12	False	ошейник для собак	13	13
миски	12	False	миски	12	12
лежаки	12	False	лежаки	9	9
8 в 1	12	False	8 в 1	7	7
Паста	12	False	Паста	5	5
Hills	12	False	Hills	5	5
трава для кошек	12	False	трава для кошек	3	3
отибиовин	12	False	отибиовин	0	0
Хилс	12	False	Хилс	0	0
Превикокс	12	False	Превикокс	0	0
Воротник	12	False	Воротник	0	0
шар для грызунов	11	False	шар для грызунов	17	17
туалет	11	False	туалет	17	17
переноска для грызунов	11	False	переноска для грызунов	17	17
Happy cat	11	False	Happy cat	17	17
шампунь для кошек	11	False	шампунь для кошек	15	15
Лоток	11	False	Лоток	15	15
purina для кошек	11	False	purina для кошек	15	15
трава	11	False	трава	13	13
Beaphar	11	False	Beaphar	13	13
корм для кошек pro plan	11	False	корм для кошек pro plan	12	12
капли	11	False	капли	12	12
Коврик	11	False	Коврик	12	12
наполнитель древесный	11	False	наполнитель древесный	11	11
holistic	11	False	holistic	11	11
royal canin sterilised	11	False	royal canin sterilised	9	9
perfect fit	11	False	perfect fit	9	9
когтеточки	11	False	когтеточки	7	7
хомяк	11	False	хомяк	6	6
песок	11	False	песок	5	5
паста	11	False	паста	5	5
savarra для кошек	11	False	savarra для кошек	5	5
hepatic	11	False	hepatic	2	2
цамакс	11	False	цамакс	0	0
фильтр	11	False	фильтр	0	0
ботинки	11	False	ботинки	0	0
Компрессор	11	False	Компрессор	0	0
поилки для грызунов	10	False	поилки для грызунов	17	17
корма для щенков	10	False	корма для щенков	17	17
корм happy dog	10	False	корм happy dog	17	17
farmina+ для щенков	10	False	farmina+ для щенков	17	17
ошейник от блох	10	False	ошейник от блох	16	16
doglemi	10	False	doglemi	15	15
корм для собак happy dog	10	False	корм для собак happy dog	14	14
Сено	10	False	Сено	11	11
асд	10	False	асд	7	7
now	10	False	now	7	7
now fresh	10	False	now fresh	5	5
лежанки для собак	10	False	лежанки для собак	4	4
Бравекто	10	False	Бравекто	4	4
Зооник	10	False	Зооник	3	3
гепатовет	10	False	гепатовет	2	2
Гепатовет	10	False	Гепатовет	2	2
счастливые лапки	10	False	счастливые лапки	1	1
террариум	10	False	террариум	0	0
лампа	10	False	лампа	0	0
Одежда	10	False	Одежда	0	0
корм для кошек	9	False	корм для кошек	18	18
для котят	9	False	для котят	17	17
Наполнители	9	False	Наполнители	17	17
Клетка для грызунов	9	False	Клетка для грызунов	17	17
Pro Plan	9	False	Pro Plan	17	17
HAPPY DOG	9	False	HAPPY DOG	17	17
sheba	9	False	sheba	16	16
HIll	9	False	HIll	16	16
Миска	9	False	Миска	12	12
корм go	9	False	корм go	10	10
sanabelle	9	False	sanabelle	8	8
go для кошек	9	False	go для кошек	6	6
catzone	9	False	catzone	6	6
опилки	9	False	опилки	5	5
orijen	9	False	orijen	5	5
Клетки	9	False	Клетки	4	4
чистые лапки	9	False	чистые лапки	3	3
Кормушка	9	False	Кормушка	1	1
пропалин	9	False	пропалин	0	0
онсиор	9	False	онсиор	0	0
грунт	9	False	грунт	0	0
Обувь	9	False	Обувь	0	0
Вольер	9	False	Вольер	0	0
Ботинки	9	False	Ботинки	0	0
Байтрил	9	False	Байтрил	0	0
Feliway	9	False	Feliway	0	0
best dinner для собак	8	False	best dinner для собак	18	18
игрушка	8	False	игрушка	17	17
кролик	8	False	кролик	16	16
hill s z	8	False	hill s z	16	16
hill s	8	False	hill s	16	16
шампунь	8	False	шампунь	15	15
наполнитель комкующийся	8	False	наполнитель комкующийся	15	15
Monge для собак	8	False	Monge для собак	15	15
Urinary	8	False	Urinary	14	14
royal canin gastro	8	False	royal canin gastro	9	9
petstages	8	False	petstages	9	9
royal canin gastro intestinal	8	False	royal canin gastro intestinal	8	8
когтерез	8	False	когтерез	7	7
Когтерез	8	False	Когтерез	7	7
Для рыб	8	False	Для рыб	7	7
адвантикс	8	False	адвантикс	4	4
bosch	8	False	bosch	3	3
наполнитель cats best	8	False	наполнитель cats best	2	2
royal canin hepatic	8	False	royal canin hepatic	2	2
catsan	8	False	catsan	2	2
фильтры	8	False	фильтры	1	1
адвокат	8	False	адвокат	1	1
Строгий ошейник	8	False	Строгий ошейник	1	1
котэрвин	8	False	котэрвин	0	0
байтрил	8	False	байтрил	0	0
антицарапки	8	False	антицарапки	0	0
Энроксил	8	False	Энроксил	0	0
Суролан	8	False	Суролан	0	0
Секс барьер	8	False	Секс барьер	0	0
Попона	8	False	Попона	0	0
Поилка	8	False	Поилка	0	0
Нобивак	8	False	Нобивак	0	0
Зоогурман	8	False	Зоогурман	0	0
Антисекс	8	False	Антисекс	0	0
игрушки для котов	7	False	игрушки для котов	18	18
кормушки для волнистых попугаев	7	False	кормушки для волнистых попугаев	17	17
Корм для котят	7	False	Корм для котят	17	17
кошачий туалет	7	False	кошачий туалет	16	16
игрушки для кошек	7	False	игрушки для кошек	15	15
Корм Royal Canin	7	False	Корм Royal Canin	15	15
8 в 1 шампунь	7	False	8 в 1 шампунь	15	15
паучи для котят	7	False	паучи для котят	13	13
наша марка	7	False	наша марка	13	13
рулетка	7	False	рулетка	12	12
поводок 7 метров	7	False	поводок 7 метров	12	12
сено	7	False	сено	11	11
для зубов	7	False	для зубов	9	9
pro plan sterilised	7	False	pro plan sterilised	9	9
Renal	7	False	Renal	8	8
кольцо	7	False	кольцо	6	6
gastrointestinal	7	False	gastrointestinal	6	6
зооник	7	False	зооник	3	3
стоп-стресс	7	False	стоп-стресс	2	2
 ромашка	7	False	ромашка	2	2
эурикан	7	False	эурикан	0	0
феливей	7	False	феливей	0	0
римадил	7	False	римадил	0	0
поводки	7	False	поводки	0	0
памперсы	7	False	памперсы	0	0
милпразон	7	False	милпразон	0	0
комбинезон	7	False	комбинезон	0	0
вакцина	7	False	вакцина	0	0
Ципам	7	False	Ципам	0	0
Фильтр для аквариума	7	False	Фильтр для аквариума	0	0
Фильтр	7	False	Фильтр	0	0
Террариум	7	False	Террариум	0	0
Онсиор	7	False	Онсиор	0	0
Лампа	7	False	Лампа	0	0
Комбинезон	7	False	Комбинезон	0	0
Клетка для собак	7	False	Клетка для собак	0	0
Дронтал	7	False	Дронтал	0	0
Глобфел	7	False	Глобфел	0	0
Адресник	7	False	Адресник	0	0
viyo	7	False	viyo	0	0
grandin	7	False	grandin	0	0
Viyo	7	False	Viyo	0	0
от блох	6	False	от блох	18	18
лампа для попугаев	6	False	лампа для попугаев	18	18
корм для птиц	6	False	корм для птиц	18	18
Корм для кошек	6	False	Корм для кошек	18	18
royal canin для щенков	6	False	royal canin для щенков	18	18
ошейник для щенков	6	False	ошейник для щенков	17	17
капли от клещей для собак	6	False	капли от клещей для собак	17	17
Клетки для грызунов	6	False	Клетки для грызунов	17	17
royal canin для кошек s/o	6	False	royal canin для кошек s/o	17	17
berkley	6	False	berkley	17	17
 игрушки для собак	6	False	игрушки для собак	17	17
цамакс для попугаев	6	False	цамакс для попугаев	16	16
туалет для кроликов	6	False	туалет для кроликов	16	16
лакомства для собак	6	False	лакомства для собак	16	16
